subscriber_id,tenure_months,plan_type,monthly_price,items_per_box,referral_count,boxes_skipped_ytd,gift_subscription,payment_method,loyalty_points_balance,app_installed,avg_review_rating,social_media_follower,subscriber_value_estimate,unsubscribed
CAS-01652,5,Basic,23.75,5,1,4,No,PayPal,230,No,4.2,Yes,149.25,Yes
CAS-01653,39,Curated,38.14,2,2,2,No,Debit Card,421,No,4.4,No,1511.57,No
CAS-01654,45,Basic,17.81,7,0,1,No,Debit Card,591,Yes,4.5,No,855.75,No
CAS-01655,37,Curated,37.44,7,0,2,Yes,PayPal,230,No,4.5,No,1934.05,No
CAS-01656,11,Basic,18.92,4,0,2,No,PayPal,460,No,4.2,No,301.31,Yes
CAS-01657,6,Curated,28.86,7,2,1,No,PayPal,40,No,3.5,No,314.29,Yes
CAS-01658,15,Curated,34.94,10,2,2,No,Credit Card,129,Yes,3.7,No,634.35,No
CAS-01659,28,Basic,20.15,5,0,0,No,Credit Card,183,No,4.2,Yes,620.2,Yes
CAS-01660,39,Curated,39.33,3,1,2,No,Credit Card,185,No,3.6,No,1207.06,No
CAS-01661,48,Curated,35.91,4,0,2,No,Credit Card,159,Yes,3.2,No,772.86,No
CAS-01662,34,Curated,34.73,8,0,1,No,Credit Card,360,Yes,5.0,No,1155.58,No
CAS-01663,30,Basic,21.26,9,0,1,No,PayPal,380,No,3.9,No,853.63,No
CAS-01664,41,Curated,36.99,6,1,0,No,Credit Card,158,No,5.0,No,1293.11,Yes
CAS-01665,34,Deluxe,62.12,5,0,1,No,Debit Card,61,Yes,3.2,Yes,2091.37,No
CAS-01666,16,Basic,19.1,7,0,4,No,PayPal,270,Yes,3.1,Yes,545.1,No
CAS-01667,18,Curated,37.65,2,1,1,No,Credit Card,581,No,5.0,No,696.04,No
CAS-01668,25,Deluxe,56.27,9,1,3,No,Debit Card,393,No,4.4,No,2316.67,No
CAS-01669,48,Basic,22.83,8,0,1,No,Credit Card,385,No,3.5,Yes,1227.76,No
CAS-01670,45,Curated,37.89,8,0,1,No,Credit Card,483,No,3.9,No,2234.58,No
CAS-01671,41,Curated,36.81,7,0,1,No,PayPal,360,Yes,1.9,No,794.14,Yes
CAS-01672,45,Curated,31.24,2,1,1,No,Credit Card,214,Yes,4.2,Yes,1460.66,No
CAS-01673,2,Basic,15.29,2,0,1,No,Debit Card,151,Yes,2.8,No,134.73,Yes
CAS-01674,28,Basic,22.08,5,1,3,No,Credit Card,163,No,3.7,Yes,491.21,Yes
CAS-01675,37,Curated,34.67,4,2,3,No,Credit Card,384,No,3.2,No,1765.01,No
CAS-01676,15,Basic,20.3,6,1,1,No,PayPal,284,Yes,5.0,No,378.14,Yes
CAS-01677,17,Basic,18.64,2,0,1,No,PayPal,243,Yes,3.9,No,676.94,No
CAS-01678,21,Curated,33.96,3,0,3,No,PayPal,411,Yes,3.7,No,614.8,Yes
CAS-01679,13,Deluxe,53.01,5,0,1,No,Credit Card,302,No,5.0,No,1267.79,Yes
CAS-01680,41,Basic,19.03,5,2,0,No,Debit Card,233,Yes,5.0,No,547.22,No
CAS-01681,38,Deluxe,57.13,5,1,1,No,Credit Card,168,Yes,4.4,No,2293.85,No
CAS-01682,37,Deluxe,53.26,6,0,1,No,Debit Card,179,No,4.4,Yes,1282.56,No
CAS-01683,17,Curated,36.93,8,0,0,No,PayPal,439,No,3.8,No,583.66,No
CAS-01684,6,Basic,18.4,4,1,4,No,PayPal,651,No,4.8,Yes,291.12,Yes
CAS-01685,6,Deluxe,48.67,6,3,0,No,Credit Card,133,Yes,5.0,No,599.0,No
CAS-01686,24,Basic,22.73,8,2,4,No,Credit Card,358,No,5.0,No,765.73,Yes
CAS-01687,2,Curated,33.42,6,0,0,No,PayPal,169,Yes,4.1,No,43.77,No
CAS-01688,6,Basic,20.87,8,1,3,No,Credit Card,270,No,3.8,No,142.75,Yes
CAS-01689,22,Deluxe,55.83,11,0,1,No,Debit Card,321,Yes,3.8,No,897.56,No
CAS-01690,48,Curated,39.39,6,1,2,No,PayPal,600,Yes,3.6,No,3573.23,No
CAS-01691,43,Deluxe,61.2,4,0,2,No,Credit Card,719,No,5.0,Yes,1876.02,No
CAS-01692,43,Deluxe,49.54,9,0,1,No,Debit Card,176,Yes,4.4,Yes,2344.59,No
CAS-01693,3,Basic,17.21,6,0,0,No,PayPal,86,Yes,4.0,No,194.23,Yes
CAS-01694,8,Basic,17.39,3,0,2,No,PayPal,322,No,4.5,No,440.16,No
CAS-01695,23,Basic,20.12,7,1,1,No,Credit Card,146,No,4.0,No,572.35,Yes
CAS-01696,35,Basic,18.0,4,1,0,No,Buy Now Pay Later,196,No,3.9,No,636.45,No
CAS-01697,43,Deluxe,57.89,7,0,2,No,Debit Card,280,Yes,4.5,No,1312.52,Yes
CAS-01698,30,Deluxe,58.03,9,2,0,No,Credit Card,121,No,3.7,Yes,2638.1,No
CAS-01699,15,Curated,27.95,4,0,1,No,Credit Card,727,No,4.2,No,701.78,No
CAS-01700,30,Curated,36.0,4,0,2,No,Buy Now Pay Later,363,Yes,5.0,No,1399.22,No
CAS-01701,40,Basic,17.22,5,1,2,No,Debit Card,1475,Yes,3.8,No,1057.02,Yes
CAS-01702,4,Basic,21.25,7,0,0,No,Credit Card,136,Yes,4.1,No,73.74,No
CAS-01703,24,Curated,37.38,7,0,0,No,PayPal,1489,Yes,3.5,No,1233.73,No
CAS-01704,16,Curated,39.74,4,1,1,No,Credit Card,326,Yes,4.2,Yes,1644.71,No
CAS-01705,38,Basic,23.32,7,0,1,No,Credit Card,883,No,2.5,No,1008.39,Yes
CAS-01706,31,Curated,29.07,2,0,2,No,Credit Card,411,No,3.4,No,489.7,No
CAS-01707,43,Curated,33.05,5,1,1,No,Credit Card,46,Yes,5.0,No,1455.48,No
CAS-01708,46,Curated,31.14,2,0,3,No,Credit Card,157,No,4.8,No,2845.38,No
CAS-01709,4,Basic,20.37,2,0,2,No,Credit Card,163,Yes,4.6,No,177.62,No
CAS-01710,24,Basic,20.64,6,0,0,No,Credit Card,226,Yes,4.5,No,701.76,No
CAS-01711,2,Curated,30.51,8,0,0,No,Credit Card,211,No,3.8,Yes,67.28,Yes
CAS-01712,15,Deluxe,59.21,3,1,2,No,Debit Card,199,Yes,3.8,No,1098.21,Yes
CAS-01713,7,Curated,36.74,7,1,2,No,Debit Card,77,Yes,4.3,No,246.11,No
CAS-01714,14,Deluxe,58.7,3,1,2,Yes,Debit Card,398,No,3.5,No,646.6,No
CAS-01715,18,Deluxe,48.81,5,0,2,Yes,Debit Card,420,No,3.7,Yes,786.15,No
CAS-01716,17,Basic,16.44,4,1,1,Yes,Debit Card,135,No,4.5,No,423.8,No
CAS-01717,41,Deluxe,55.7,2,0,0,No,Credit Card,269,No,3.5,No,2097.19,No
CAS-01718,31,Basic,23.23,7,0,2,No,Buy Now Pay Later,230,Yes,3.6,Yes,570.42,No
CAS-01719,26,Basic,18.83,5,1,2,No,Credit Card,1157,Yes,4.7,Yes,860.37,No
CAS-01720,12,Basic,18.21,6,1,1,No,Credit Card,91,Yes,4.1,No,381.34,No
CAS-01721,36,Basic,19.8,8,0,2,No,Buy Now Pay Later,1192,Yes,4.5,No,1647.6,Yes
CAS-01722,47,Basic,17.68,4,1,0,No,Debit Card,537,Yes,4.6,No,1053.01,No
CAS-01723,12,Deluxe,50.22,5,0,2,No,Credit Card,386,No,2.9,No,1357.74,No
CAS-01724,5,Basic,21.29,10,1,0,No,Credit Card,164,Yes,3.3,No,77.02,No
CAS-01725,0,Deluxe,53.89,2,2,2,No,Buy Now Pay Later,542,Yes,4.4,No,255.58,Yes
CAS-01726,3,Curated,33.62,6,0,1,Yes,Credit Card,242,No,4.5,No,219.85,No
CAS-01727,27,Curated,32.92,4,0,2,No,Debit Card,133,Yes,3.2,No,554.01,No
CAS-01728,43,Curated,30.47,6,2,1,No,Debit Card,282,No,4.5,No,1570.39,No
CAS-01729,36,Deluxe,56.19,3,0,3,No,Credit Card,503,No,3.2,No,1712.61,No
CAS-01730,32,Basic,20.64,3,0,2,No,PayPal,117,Yes,3.2,No,842.63,Yes
CAS-01731,19,Curated,32.94,6,0,2,No,PayPal,549,Yes,3.9,No,660.01,Yes
CAS-01732,0,Curated,36.18,2,0,1,No,Buy Now Pay Later,59,Yes,3.8,No,28.13,No
CAS-01733,10,Deluxe,48.81,5,1,0,No,Debit Card,702,No,4.0,Yes,468.97,No
CAS-01734,22,Curated,35.78,6,1,3,No,Credit Card,80,Yes,3.6,No,776.76,No
CAS-01735,44,Curated,37.64,5,0,0,No,Credit Card,52,No,5.0,Yes,1952.2,No
CAS-01736,37,Basic,19.69,5,1,1,No,Debit Card,286,No,4.4,No,1481.29,Yes
CAS-01737,18,Basic,21.18,6,1,2,No,Credit Card,447,Yes,3.0,No,689.37,No
CAS-01738,36,Basic,14.6,9,1,1,No,Credit Card,832,Yes,4.9,No,926.87,No
CAS-01739,47,Basic,20.58,5,0,1,No,Debit Card,140,Yes,3.3,Yes,1502.5,Yes
CAS-01740,25,Basic,19.21,4,1,2,No,Debit Card,209,Yes,4.5,No,606.66,No
CAS-01741,35,Curated,39.12,2,1,1,No,Debit Card,273,No,3.9,No,740.1,No
CAS-01742,21,Deluxe,56.5,8,1,3,Yes,Credit Card,324,Yes,3.9,No,2018.99,No
CAS-01743,6,Curated,30.04,5,0,1,No,Credit Card,60,No,4.4,No,337.75,Yes
CAS-01744,17,Curated,35.74,5,2,2,No,PayPal,558,Yes,2.5,No,508.34,No
CAS-01745,6,Basic,20.08,8,1,1,No,PayPal,206,No,3.0,No,173.48,No
CAS-01746,44,Curated,37.25,8,0,3,No,PayPal,107,No,4.6,No,1613.97,No
CAS-01747,7,Basic,19.68,11,2,1,No,Buy Now Pay Later,58,No,3.7,No,313.13,No
CAS-01748,19,Basic,15.8,9,2,0,No,Credit Card,390,No,3.5,No,393.84,Yes
CAS-01749,46,Curated,35.85,7,2,2,No,Credit Card,386,Yes,4.3,No,2513.24,No
CAS-01750,18,Deluxe,59.14,3,0,3,No,PayPal,149,No,5.0,Yes,2114.6,No
CAS-01751,32,Curated,33.82,4,1,2,No,Credit Card,590,Yes,3.6,Yes,3438.64,No
CAS-01752,8,Basic,18.92,7,0,1,No,Credit Card,441,Yes,4.4,No,128.87,Yes
CAS-01753,31,Basic,19.07,2,1,2,No,Debit Card,308,Yes,3.9,Yes,333.56,Yes
CAS-01754,48,Deluxe,57.06,2,0,3,No,PayPal,114,No,4.7,No,11056.88,No
CAS-01755,9,Basic,20.28,4,1,1,No,Debit Card,78,Yes,3.6,No,368.44,Yes
CAS-01756,0,Basic,22.64,5,1,2,No,Credit Card,156,No,3.7,Yes,113.07,Yes
CAS-01757,42,Deluxe,58.97,6,3,0,No,Debit Card,504,No,3.6,No,1481.13,No
CAS-01758,1,Curated,26.01,6,1,4,No,Credit Card,152,Yes,3.5,No,24.77,Yes
CAS-01759,6,Deluxe,54.45,4,1,2,No,Credit Card,294,Yes,4.0,No,384.86,No
CAS-01760,14,Deluxe,46.87,9,1,1,No,Credit Card,317,Yes,3.6,No,723.17,No
CAS-01761,48,Curated,35.77,10,0,0,No,PayPal,140,No,3.1,Yes,1817.2,Yes
CAS-01762,36,Basic,18.71,9,0,2,No,PayPal,670,Yes,3.4,Yes,601.1,Yes
CAS-01763,36,Deluxe,61.67,2,0,0,No,Credit Card,87,No,4.4,Yes,1696.1,Yes
CAS-01764,32,Curated,33.32,9,0,1,Yes,Debit Card,370,Yes,3.0,No,1732.06,No
CAS-01765,17,Basic,15.04,3,2,2,No,PayPal,71,Yes,3.5,No,231.55,Yes
CAS-01766,30,Deluxe,58.57,5,0,1,No,Credit Card,1262,No,3.4,No,3398.93,Yes
CAS-01767,38,Basic,21.72,6,0,1,No,Credit Card,167,No,4.4,No,1282.59,No
CAS-01768,29,Basic,19.75,5,0,0,No,Buy Now Pay Later,422,Yes,3.6,No,586.84,Yes
CAS-01769,6,Basic,20.48,6,2,0,No,PayPal,81,Yes,3.3,No,293.87,Yes
CAS-01770,16,Curated,37.14,5,0,1,Yes,Credit Card,306,Yes,5.0,No,825.55,No
CAS-01771,43,Basic,16.25,2,0,0,No,Credit Card,244,Yes,2.8,No,685.87,No
CAS-01772,14,Curated,33.79,6,2,3,No,Credit Card,380,Yes,5.0,Yes,461.64,No
CAS-01773,28,Curated,34.81,7,0,1,No,Credit Card,198,Yes,5.0,No,1228.76,No
CAS-01774,45,Curated,33.38,4,2,4,No,Debit Card,457,Yes,4.0,No,1485.78,No
CAS-01775,30,Curated,35.47,7,0,1,No,PayPal,119,No,4.0,Yes,743.3,No
CAS-01776,23,Basic,18.89,6,1,2,No,PayPal,336,No,5.0,No,737.03,Yes
CAS-01777,15,Basic,15.78,5,0,1,Yes,Credit Card,707,No,5.0,No,497.56,Yes
CAS-01778,27,Curated,31.88,9,2,2,No,PayPal,201,No,3.3,No,977.83,Yes
CAS-01779,40,Curated,31.86,5,0,1,No,Credit Card,353,No,4.9,No,697.78,No
CAS-01780,18,Basic,20.86,5,0,3,No,PayPal,103,No,4.4,No,203.1,Yes
CAS-01781,14,Deluxe,59.65,5,1,2,No,PayPal,150,Yes,3.9,No,749.04,No
CAS-01782,13,Curated,35.8,10,0,1,Yes,Debit Card,456,No,3.6,No,560.48,No
CAS-01783,38,Basic,20.08,2,0,2,No,Credit Card,313,Yes,4.0,Yes,767.69,No
CAS-01784,33,Curated,31.91,4,0,1,No,Buy Now Pay Later,694,No,5.0,No,1537.37,No
CAS-01785,44,Curated,33.2,5,0,2,No,Credit Card,682,Yes,4.0,Yes,1923.87,No
CAS-01786,4,Curated,33.7,5,0,0,No,PayPal,143,Yes,5.0,No,222.95,No
CAS-01787,35,Curated,36.82,3,3,1,No,PayPal,151,No,3.9,No,1600.91,Yes
CAS-01788,35,Basic,19.17,4,0,1,No,PayPal,129,No,4.3,No,494.74,Yes
CAS-01789,9,Curated,32.88,6,0,3,No,PayPal,1157,No,3.9,Yes,1294.39,Yes
CAS-01790,7,Curated,35.18,9,0,1,No,Credit Card,677,No,4.9,No,558.6,Yes
CAS-01791,23,Basic,19.36,8,0,1,No,PayPal,338,No,4.1,No,266.93,Yes
CAS-01792,17,Basic,17.81,4,3,1,No,Credit Card,147,Yes,4.4,No,395.64,Yes
CAS-01793,34,Curated,40.92,7,1,1,No,Debit Card,497,Yes,4.5,No,1676.49,No
CAS-01794,44,Basic,23.51,4,0,1,No,Credit Card,557,Yes,3.8,No,1575.77,No
CAS-01795,40,Curated,30.83,7,1,0,No,Credit Card,739,Yes,3.6,Yes,1653.24,No
CAS-01796,9,Deluxe,52.61,6,0,1,No,Buy Now Pay Later,254,No,3.3,No,351.36,No
CAS-01797,9,Curated,33.72,4,2,1,Yes,Debit Card,96,No,3.3,No,191.85,No
CAS-01798,5,Curated,36.04,6,0,1,No,Credit Card,198,No,4.8,Yes,172.31,Yes
CAS-01799,27,Deluxe,68.07,7,1,0,Yes,PayPal,292,Yes,3.3,No,4526.33,No
CAS-01800,8,Basic,18.7,5,0,1,No,Credit Card,607,Yes,5.0,No,336.3,No
CAS-01801,40,Deluxe,52.96,4,0,1,No,Credit Card,76,Yes,3.8,No,2661.16,No
CAS-01802,30,Basic,20.36,5,0,2,No,Credit Card,170,Yes,4.0,No,406.78,Yes
CAS-01803,27,Basic,20.63,6,2,0,Yes,Credit Card,87,Yes,4.0,No,474.99,Yes
CAS-01804,2,Curated,30.87,3,0,0,No,Debit Card,325,Yes,4.5,No,96.12,Yes
CAS-01805,31,Basic,25.15,7,0,4,No,Credit Card,391,No,3.0,Yes,719.48,Yes
CAS-01806,8,Curated,26.0,6,0,2,No,PayPal,287,No,4.3,No,454.79,No
CAS-01807,15,Curated,32.72,7,0,2,No,Debit Card,377,Yes,3.9,No,1232.62,No
CAS-01808,38,Curated,36.33,4,0,3,No,Credit Card,323,No,2.1,Yes,2515.58,Yes
CAS-01809,10,Deluxe,63.06,5,0,1,No,Debit Card,35,Yes,4.2,No,836.4,No
CAS-01810,22,Curated,30.95,4,0,3,No,PayPal,293,No,4.5,No,944.26,Yes
CAS-01811,3,Basic,17.69,7,0,3,No,Buy Now Pay Later,153,Yes,3.8,No,113.95,Yes
CAS-01812,40,Deluxe,59.2,3,0,1,No,Buy Now Pay Later,345,Yes,3.7,Yes,2920.47,No
CAS-01813,45,Basic,18.52,11,1,0,No,PayPal,165,No,3.8,No,864.6,No
CAS-01814,36,Curated,32.48,7,1,1,Yes,Credit Card,89,Yes,3.2,No,551.78,No
CAS-01815,44,Basic,17.49,6,0,3,No,Credit Card,408,No,5.0,No,467.28,Yes
CAS-01816,27,Basic,14.0,7,0,1,No,Credit Card,365,No,4.9,No,703.36,No
CAS-01817,44,Basic,21.88,7,1,3,No,Credit Card,135,No,3.3,No,1643.42,Yes
CAS-01818,44,Curated,35.09,6,0,2,No,Credit Card,438,No,4.8,No,1203.19,No
CAS-01819,43,Deluxe,52.66,4,1,1,No,PayPal,562,Yes,5.0,No,1948.16,No
CAS-01820,24,Curated,40.17,8,0,1,No,Credit Card,627,No,4.9,No,1676.37,Yes
CAS-01821,8,Deluxe,52.71,4,1,2,No,Credit Card,413,Yes,3.9,Yes,1212.56,Yes
CAS-01822,33,Deluxe,58.74,5,0,3,Yes,Credit Card,1038,Yes,5.0,Yes,1456.61,No
CAS-01823,23,Curated,35.9,3,1,1,No,PayPal,224,Yes,4.3,Yes,965.63,No
CAS-01824,11,Basic,18.91,5,0,1,No,Debit Card,30,Yes,4.8,Yes,131.86,Yes
CAS-01825,45,Basic,21.1,10,0,3,No,Debit Card,673,Yes,4.9,No,1393.73,Yes
CAS-01826,48,Curated,33.79,3,2,3,No,PayPal,534,Yes,3.6,No,1462.03,No
CAS-01827,20,Basic,19.45,5,0,3,No,Credit Card,157,Yes,3.6,No,640.52,Yes
CAS-01828,10,Deluxe,64.77,5,0,2,No,PayPal,200,Yes,4.4,No,569.66,Yes
CAS-01829,37,Basic,22.1,5,0,1,No,Credit Card,461,Yes,5.0,No,1197.96,Yes
CAS-01830,48,Curated,36.23,5,2,2,No,Debit Card,1111,Yes,3.8,No,1216.17,No
CAS-01831,6,Curated,37.54,8,0,1,No,Credit Card,476,Yes,5.0,No,396.03,No
CAS-01832,26,Curated,36.78,7,0,1,No,PayPal,246,No,3.8,No,997.89,No
CAS-01833,30,Basic,16.28,8,0,1,No,Credit Card,235,Yes,4.4,No,1337.67,Yes
CAS-01834,36,Curated,32.3,5,0,3,No,Credit Card,389,Yes,5.0,Yes,1609.12,No
CAS-01835,17,Curated,33.01,2,2,3,Yes,PayPal,113,Yes,4.0,No,453.82,No
CAS-01836,4,Basic,17.84,9,0,2,No,PayPal,117,Yes,4.1,No,236.46,No
CAS-01837,37,Curated,33.78,6,0,0,No,Credit Card,455,Yes,4.6,Yes,1776.8,Yes
CAS-01838,16,Basic,19.86,7,0,2,No,Debit Card,177,Yes,2.9,Yes,335.86,No
CAS-01839,33,Deluxe,48.57,9,0,3,No,Credit Card,183,Yes,4.1,No,1049.42,Yes
CAS-01840,36,Curated,34.76,4,2,1,No,PayPal,196,Yes,5.0,No,1088.77,No
CAS-01841,27,Basic,16.54,3,0,1,No,Credit Card,75,No,3.9,No,85.54,No
CAS-01842,46,Basic,20.08,6,0,1,No,Credit Card,529,No,3.3,No,880.64,Yes
CAS-01843,2,Curated,31.97,2,0,1,No,Credit Card,201,Yes,4.5,No,71.0,No
CAS-01844,8,Curated,37.67,2,0,1,No,Credit Card,52,No,3.9,Yes,378.66,No
CAS-01845,38,Curated,36.8,7,1,1,No,Debit Card,177,Yes,4.5,No,2125.37,No
CAS-01846,7,Basic,21.89,5,0,0,No,PayPal,309,Yes,2.8,No,338.76,Yes
CAS-01847,3,Curated,40.23,5,0,0,No,Debit Card,690,No,4.1,No,423.79,Yes
CAS-01848,2,Basic,19.49,2,0,0,No,Credit Card,203,No,4.0,No,234.78,No
CAS-01849,24,Curated,30.89,2,2,1,No,Debit Card,547,Yes,4.7,No,956.27,No
CAS-01850,24,Basic,18.9,6,0,1,No,Credit Card,724,Yes,4.7,No,447.96,Yes
CAS-01851,43,Basic,23.47,5,1,3,Yes,Buy Now Pay Later,628,Yes,3.7,No,1046.34,No
CAS-01852,25,Deluxe,58.59,2,0,1,No,PayPal,1023,No,3.0,No,2034.51,No
CAS-01853,16,Curated,36.7,6,0,1,No,Credit Card,160,Yes,4.4,No,476.15,No
CAS-01854,17,Basic,18.03,4,1,3,No,Debit Card,144,No,3.9,No,470.08,No
CAS-01855,6,Basic,19.05,12,1,2,No,Credit Card,1127,Yes,4.5,No,476.8,No
CAS-01856,7,Basic,19.94,4,1,1,No,PayPal,192,No,3.9,No,271.09,Yes
CAS-01857,37,Curated,37.53,5,0,1,No,Debit Card,176,Yes,3.9,No,2433.2,Yes
CAS-01858,3,Curated,38.6,5,1,1,No,Credit Card,629,No,4.5,No,466.03,No
CAS-01859,14,Deluxe,56.68,3,2,2,Yes,Credit Card,896,No,2.9,No,1031.15,No
CAS-01860,7,Basic,19.45,4,3,0,No,Debit Card,184,Yes,4.1,No,107.79,Yes
CAS-01861,36,Deluxe,59.81,6,0,0,No,PayPal,671,Yes,4.4,No,6536.73,No
CAS-01862,2,Basic,20.58,4,0,2,No,PayPal,378,No,3.3,Yes,240.63,No
CAS-01863,46,Deluxe,47.52,12,0,1,No,PayPal,619,No,3.1,No,3776.5,No
CAS-01864,9,Basic,19.68,6,0,1,No,PayPal,370,Yes,3.5,No,232.91,No
CAS-01865,18,Basic,20.79,7,0,0,No,Debit Card,182,No,4.0,No,459.95,No
CAS-01866,41,Curated,34.45,4,1,3,No,Credit Card,381,Yes,4.6,Yes,2326.29,Yes
CAS-01867,26,Curated,30.77,2,1,1,No,Credit Card,1001,Yes,3.8,No,1166.12,Yes
CAS-01868,20,Basic,19.82,5,1,4,No,PayPal,116,Yes,4.8,No,1022.99,Yes
CAS-01869,30,Curated,33.47,4,1,0,No,Credit Card,193,Yes,3.7,No,754.05,No
CAS-01870,46,Curated,40.66,3,0,1,No,Debit Card,386,No,3.4,Yes,905.77,Yes
CAS-01871,26,Curated,37.37,8,0,0,No,Credit Card,668,No,3.7,No,1444.38,No
CAS-01872,37,Basic,23.51,3,1,1,No,Credit Card,798,Yes,3.6,No,1007.35,Yes
CAS-01873,44,Deluxe,56.33,4,1,1,No,Debit Card,174,No,4.7,No,3373.23,No
CAS-01874,39,Basic,18.14,4,0,1,No,Credit Card,119,Yes,4.0,No,411.47,Yes
CAS-01875,35,Deluxe,58.16,4,0,3,No,Credit Card,360,Yes,5.0,No,2422.68,No
CAS-01876,14,Basic,21.51,5,1,2,No,Credit Card,411,Yes,3.9,No,398.04,No
CAS-01877,27,Deluxe,56.48,3,0,0,No,Debit Card,304,No,4.4,No,2679.69,No
CAS-01878,31,Curated,31.87,5,0,0,No,Credit Card,157,Yes,3.8,No,1565.78,No
CAS-01879,10,Curated,34.94,10,1,2,No,Credit Card,361,Yes,4.6,No,437.79,Yes
CAS-01880,10,Curated,32.67,3,0,4,No,Credit Card,425,Yes,5.0,Yes,620.33,No
CAS-01881,23,Curated,32.95,5,1,0,No,PayPal,252,Yes,3.5,No,1060.29,No
CAS-01882,12,Deluxe,52.54,5,2,1,No,Credit Card,179,Yes,5.0,No,1038.64,No
CAS-01883,23,Basic,17.81,4,0,2,No,PayPal,273,No,4.1,No,478.8,No
CAS-01884,4,Curated,36.6,5,0,1,No,PayPal,196,Yes,4.7,No,429.42,Yes
CAS-01885,34,Basic,21.73,5,0,4,No,Debit Card,455,No,3.4,No,1642.25,Yes
CAS-01886,24,Curated,33.69,5,1,0,Yes,Credit Card,121,No,3.0,No,711.02,No
CAS-01887,5,Basic,19.26,8,0,2,No,Credit Card,308,Yes,4.5,No,140.54,No
CAS-01888,14,Deluxe,60.34,6,1,1,No,Credit Card,180,No,4.3,Yes,1196.29,No
CAS-01889,43,Basic,17.76,3,0,2,No,Credit Card,272,Yes,2.6,No,709.6,No
CAS-01890,10,Basic,22.91,6,0,1,Yes,Credit Card,109,Yes,2.7,No,294.53,Yes
CAS-01891,28,Curated,31.11,9,0,0,No,Credit Card,328,Yes,5.0,No,1455.14,No
CAS-01892,15,Basic,20.54,3,3,2,No,PayPal,294,No,4.5,Yes,557.87,No
CAS-01893,3,Basic,22.0,10,1,1,No,Buy Now Pay Later,376,No,3.4,No,325.86,Yes
CAS-01894,26,Curated,35.06,5,0,0,No,Credit Card,208,Yes,3.9,No,459.0,No
CAS-01895,29,Basic,21.51,6,1,1,No,Credit Card,373,Yes,3.6,No,611.58,Yes
CAS-01896,30,Basic,17.65,7,1,1,No,PayPal,177,Yes,4.3,No,582.66,Yes
CAS-01897,34,Curated,38.18,5,1,0,No,PayPal,474,Yes,4.6,No,3120.61,No
CAS-01898,31,Curated,38.54,3,0,2,No,Credit Card,652,Yes,4.9,No,1763.57,No
CAS-01899,2,Basic,24.55,5,0,0,No,PayPal,231,Yes,4.3,No,119.91,No
CAS-01900,41,Deluxe,56.78,9,0,2,No,PayPal,57,Yes,4.2,No,2137.16,No
CAS-01901,6,Curated,32.47,9,1,5,No,Buy Now Pay Later,423,No,4.7,No,413.87,No
CAS-01902,28,Deluxe,45.36,4,1,0,No,PayPal,155,No,3.9,No,2772.86,Yes
CAS-01903,25,Basic,19.69,5,1,0,Yes,Credit Card,156,No,3.4,No,611.63,No
CAS-01904,46,Curated,31.96,11,0,1,No,Credit Card,67,No,3.8,No,1005.03,No
CAS-01905,1,Basic,20.36,7,0,1,No,Credit Card,181,Yes,4.3,No,32.31,No
CAS-01906,10,Deluxe,66.59,12,0,0,No,Debit Card,588,No,4.2,No,1270.46,Yes
CAS-01907,24,Deluxe,52.38,7,1,0,No,Credit Card,1189,Yes,5.0,No,2152.29,No
CAS-01908,18,Curated,32.3,11,1,0,No,Credit Card,116,Yes,3.6,Yes,518.44,No
CAS-01909,1,Basic,21.27,2,0,0,No,Credit Card,163,No,3.2,No,39.61,No
CAS-01910,5,Basic,19.45,5,1,1,No,Debit Card,145,No,4.8,No,203.76,No
CAS-01911,26,Curated,33.84,7,1,2,No,Credit Card,257,Yes,4.0,No,2416.81,Yes
CAS-01912,38,Basic,23.07,3,0,1,No,PayPal,1024,No,3.3,No,1396.31,Yes
CAS-01913,24,Basic,19.54,2,1,2,No,Debit Card,520,No,5.0,No,526.15,Yes
CAS-01914,39,Curated,38.82,11,0,1,No,Credit Card,301,No,3.4,Yes,1284.66,No
CAS-01915,39,Basic,19.33,4,0,2,Yes,Credit Card,640,No,3.9,No,971.51,No
CAS-01916,45,Deluxe,48.1,3,0,2,No,Buy Now Pay Later,214,No,4.3,No,1962.48,No
CAS-01917,38,Deluxe,51.19,8,1,3,Yes,Credit Card,244,No,4.2,No,2080.95,No
CAS-01918,22,Basic,18.33,7,1,0,No,Debit Card,460,No,4.8,No,565.02,Yes
CAS-01919,10,Basic,19.72,7,1,0,No,Credit Card,94,Yes,3.7,No,258.81,Yes
CAS-01920,5,Deluxe,49.94,4,0,1,No,Debit Card,493,No,4.4,No,443.46,No
CAS-01921,31,Curated,34.19,3,0,0,No,Credit Card,441,No,3.5,No,1456.72,Yes
CAS-01922,20,Deluxe,45.34,4,1,2,Yes,Debit Card,159,Yes,4.7,No,724.1,No
CAS-01923,27,Curated,38.51,4,0,0,No,Debit Card,476,No,4.9,No,1077.68,Yes
CAS-01924,9,Curated,31.88,7,1,0,No,PayPal,110,Yes,4.8,No,453.34,Yes
CAS-01925,6,Deluxe,60.08,7,0,1,Yes,Debit Card,88,Yes,3.7,No,287.05,No
CAS-01926,6,Deluxe,53.45,7,1,0,No,PayPal,239,No,3.2,No,593.43,Yes
CAS-01927,43,Curated,33.3,6,0,1,No,Credit Card,301,No,4.8,No,1811.03,Yes
