PolicyID,policy_age_mo,Coverage Type,PREMIUM,Pet_Species,petAge,VET_VISITS_YTD,Multi_pet_Household,claimsFiled,AutoRenew,discount_applied,ZIPRegion,est_lifetime_val,Status
TPI-01623,39,Basic Accident,23.15,Cat,13,1,No,1,Yes,No,Suburban,1420.82,Active
TPI-01624,9,Basic Accident,21.92,Cat,5,2,No,0,No,Yes,Rural,194.58,Lapsed
TPI-01625,52,Comprehensive,43.45,Dog,7,2,No,0,No,No,Suburban,1022.18,Lapsed
TPI-01626,17,Wellness Plus,70.97,Other,12,2,Yes,0,Yes,No,Urban,1814.02,Active
TPI-01627,39,Basic Accident,25.96,Dog,5,3,No,2,No,Yes,Suburban,903.69,Lapsed
TPI-01628,37,Comprehensive,36.43,Cat,10,3,No,1,No,Yes,Suburban,1673.62,Active
TPI-01629,39,Wellness Plus,74.45,Other,3,4,No,0,No,Yes,Urban,2401.64,Active
TPI-01630,37,Comprehensive,32.0,Cat,6,0,No,1,Yes,No,Suburban,1183.47,Active
TPI-01631,39,Basic Accident,18.01,Cat,9,2,Yes,3,Yes,No,Rural,928.18,Active
TPI-01632,10,Comprehensive,37.21,Cat,9,0,Yes,0,No,No,Suburban,955.9,Active
TPI-01633,38,Comprehensive,47.75,Dog,10,3,Yes,0,Yes,Yes,Suburban,1621.69,Active
TPI-01634,19,Comprehensive,58.34,Dog,1,1,No,0,No,Yes,Urban,735.85,Active
TPI-01635,34,Comprehensive,51.34,Cat,6,2,No,1,No,No,Suburban,2193.29,Active
TPI-01636,48,Wellness Plus,55.0,Cat,14,2,No,1,Yes,Yes,Suburban,1226.03,Active
TPI-01637,8,Wellness Plus,84.17,Other,9,2,Yes,1,Yes,Yes,Suburban,625.67,Active
TPI-01638,32,Basic Accident,12.04,Cat,2,1,No,0,No,Yes,Urban,778.27,Active
TPI-01639,41,Wellness Plus,61.84,Cat,14,2,No,1,No,No,Suburban,2245.79,Active
TPI-01640,56,Comprehensive,58.31,Cat,11,0,No,2,Yes,Yes,Suburban,2842.75,Active
TPI-01641,1,Comprehensive,46.44,Cat,4,1,No,0,Yes,Yes,Rural,320.01,Active
TPI-01642,28,Basic Accident,22.68,Cat,14,4,No,1,Yes,No,Rural,848.53,Active
TPI-01643,15,Basic Accident,28.49,Dog,5,3,No,0,Yes,No,Urban,487.13,Lapsed
TPI-01644,22,Basic Accident,17.93,Dog,9,2,Yes,2,No,No,Suburban,444.59,Active
TPI-01645,13,Basic Accident,24.31,Dog,8,3,No,0,Yes,Yes,Urban,401.61,Lapsed
TPI-01646,42,Comprehensive,50.64,Dog,9,2,Yes,2,Yes,No,Suburban,2270.55,Active
TPI-01647,10,Basic Accident,20.17,Dog,15,3,Yes,2,Yes,No,Suburban,316.56,Lapsed
TPI-01648,35,Basic Accident,18.84,Cat,5,0,No,2,No,No,Urban,402.61,Active
TPI-01649,26,Comprehensive,44.04,Dog,5,4,Yes,0,No,No,Suburban,1619.05,Active
TPI-01650,34,Basic Accident,18.84,Dog,10,3,No,2,Yes,No,Rural,1871.85,Lapsed
TPI-01651,59,Comprehensive,32.0,Cat,5,0,Yes,2,No,No,Suburban,838.82,Lapsed
TPI-01652,19,Comprehensive,38.14,Dog,8,0,No,1,No,No,Urban,1347.49,Active
TPI-01653,56,Comprehensive,43.22,Other,12,2,No,0,Yes,Yes,Urban,2352.05,Active
TPI-01654,26,Basic Accident,24.0,Cat,1,3,Yes,0,Yes,No,Suburban,457.91,Lapsed
TPI-01655,2,Comprehensive,50.21,Dog,0,0,No,0,Yes,No,Urban,187.36,Lapsed
TPI-01656,0,Comprehensive,36.3,Dog,6,5,No,1,Yes,No,Rural,114.95,Active
TPI-01657,36,Comprehensive,50.86,Dog,12,2,No,1,No,Yes,Urban,2018.07,Active
TPI-01658,15,Comprehensive,51.21,Dog,3,1,Yes,5,Yes,No,Suburban,790.12,Active
TPI-01659,41,Basic Accident,27.4,Dog,11,2,Yes,1,No,No,Rural,1061.43,Active
TPI-01660,2,Comprehensive,36.12,Dog,0,2,No,1,Yes,No,Urban,310.08,Lapsed
TPI-01661,50,Wellness Plus,85.21,Other,6,1,Yes,2,No,Yes,Suburban,5086.68,Active
TPI-01662,54,Comprehensive,53.43,Other,10,2,Yes,1,Yes,No,Rural,4885.3,Active
TPI-01663,31,Comprehensive,46.43,Cat,12,0,Yes,0,No,No,Urban,735.94,Active
TPI-01664,25,Comprehensive,36.54,Dog,2,2,No,1,No,No,Urban,1108.46,Lapsed
TPI-01665,57,Wellness Plus,59.64,Dog,1,6,No,0,Yes,Yes,Suburban,3262.18,Active
TPI-01666,60,Wellness Plus,86.62,Cat,6,2,No,0,No,No,Urban,5089.86,Active
TPI-01667,14,Basic Accident,26.76,Dog,14,2,No,1,Yes,Yes,Urban,648.41,Active
TPI-01668,28,Comprehensive,47.8,Other,0,3,No,2,No,Yes,Suburban,1008.38,Active
TPI-01669,26,Comprehensive,38.5,Dog,15,0,Yes,0,No,No,Urban,710.06,Active
TPI-01670,5,Basic Accident,25.44,Dog,12,1,Yes,0,No,No,Urban,119.39,Lapsed
TPI-01671,40,Basic Accident,22.56,Dog,13,0,Yes,0,Yes,Yes,Rural,1047.71,Active
TPI-01672,43,Comprehensive,57.11,Dog,1,1,Yes,0,Yes,No,Urban,1691.44,Active
TPI-01673,44,Basic Accident,19.42,Cat,8,2,No,0,No,No,Suburban,564.98,Active
TPI-01674,37,Basic Accident,25.73,Cat,9,2,No,1,Yes,No,Urban,1288.75,Lapsed
TPI-01675,51,Comprehensive,33.33,Dog,1,2,Yes,1,Yes,Yes,Urban,1515.54,Active
TPI-01676,37,Comprehensive,55.56,Cat,8,2,No,2,Yes,Yes,Suburban,1826.93,Active
TPI-01677,48,Comprehensive,60.97,Dog,14,1,No,0,Yes,Yes,Suburban,3790.99,Active
TPI-01678,58,Comprehensive,59.24,Cat,15,5,No,0,No,No,Suburban,2570.82,Active
TPI-01679,23,Basic Accident,27.35,Other,14,2,No,0,Yes,No,Urban,888.88,Active
TPI-01680,51,Comprehensive,57.65,Dog,4,2,No,0,Yes,No,Urban,4893.9,Lapsed
TPI-01681,45,Comprehensive,44.38,Cat,7,2,No,2,Yes,No,Rural,1655.11,Active
TPI-01682,41,Basic Accident,20.3,Cat,5,2,Yes,0,Yes,Yes,Urban,1513.63,Active
TPI-01683,35,Wellness Plus,75.49,Dog,6,1,No,1,No,Yes,Suburban,1746.42,Active
TPI-01684,22,Comprehensive,47.65,Cat,0,1,No,0,Yes,No,Urban,2690.12,Active
TPI-01685,42,Basic Accident,20.23,Dog,0,0,No,0,Yes,Yes,Suburban,1193.33,Active
TPI-01686,51,Wellness Plus,76.0,Other,6,2,Yes,1,No,Yes,Suburban,3057.1,Active
TPI-01687,48,Comprehensive,49.22,Dog,15,2,No,1,No,No,Rural,3853.97,Active
TPI-01688,31,Comprehensive,37.89,Dog,10,0,No,0,Yes,Yes,Urban,963.55,Active
TPI-01689,11,Comprehensive,54.13,Cat,5,2,No,1,Yes,No,Suburban,458.61,Active
TPI-01690,55,Comprehensive,53.12,Dog,8,3,Yes,1,Yes,No,Urban,1989.25,Active
TPI-01691,57,Comprehensive,50.7,Other,13,0,No,0,Yes,Yes,Suburban,1681.45,Active
TPI-01692,0,Comprehensive,35.22,Cat,6,2,Yes,1,Yes,No,Suburban,156.95,Active
TPI-01693,25,Basic Accident,23.69,Cat,10,0,No,0,Yes,No,Urban,995.67,Lapsed
TPI-01694,53,Basic Accident,17.95,Dog,12,1,No,1,No,No,Suburban,1393.62,Active
TPI-01695,41,Wellness Plus,85.4,Cat,4,1,No,0,Yes,Yes,Rural,2755.21,Active
TPI-01696,10,Basic Accident,22.9,Dog,0,4,No,1,Yes,No,Urban,621.78,Active
TPI-01697,33,Comprehensive,54.06,Cat,10,0,Yes,0,Yes,No,Urban,1161.52,Active
TPI-01698,32,Basic Accident,14.05,Dog,14,7,No,1,Yes,No,Urban,771.17,Active
TPI-01699,13,Basic Accident,26.12,Dog,15,1,No,0,Yes,No,Suburban,303.12,Active
TPI-01700,42,Comprehensive,51.25,Dog,15,2,No,1,No,No,Rural,2418.56,Lapsed
TPI-01701,8,Basic Accident,22.49,Dog,8,1,No,0,Yes,No,Suburban,272.06,Active
TPI-01702,44,Comprehensive,41.31,Dog,8,3,No,2,Yes,Yes,Suburban,1804.41,Active
TPI-01703,48,Comprehensive,48.29,Dog,2,1,Yes,0,Yes,Yes,Urban,2684.34,Active
TPI-01704,41,Wellness Plus,88.7,Cat,3,1,No,1,Yes,No,Urban,2960.07,Active
TPI-01705,26,Comprehensive,60.49,Dog,15,0,Yes,1,No,Yes,Urban,1580.64,Lapsed
TPI-01706,26,Basic Accident,22.52,Dog,12,3,No,0,Yes,No,Suburban,515.49,Lapsed
TPI-01707,41,Comprehensive,53.05,Dog,13,1,No,1,Yes,Yes,Urban,1404.26,Active
TPI-01708,27,Comprehensive,58.42,Other,5,5,No,0,Yes,Yes,Suburban,731.0,Active
TPI-01709,18,Comprehensive,61.67,Dog,9,0,Yes,0,Yes,No,Suburban,1242.99,Lapsed
TPI-01710,52,Wellness Plus,79.08,Dog,8,2,No,0,Yes,No,Suburban,9270.36,Active
TPI-01711,29,Wellness Plus,77.85,Cat,5,4,No,2,No,No,Rural,1626.12,Active
TPI-01712,36,Basic Accident,24.11,Dog,12,2,No,0,Yes,No,Suburban,1200.56,Active
TPI-01713,20,Basic Accident,20.08,Dog,2,1,Yes,0,No,No,Suburban,664.22,Active
TPI-01714,28,Basic Accident,25.85,Dog,7,2,No,1,Yes,Yes,Urban,760.43,Active
TPI-01715,18,Basic Accident,26.74,Dog,5,0,Yes,3,Yes,No,Urban,558.01,Active
TPI-01716,8,Comprehensive,45.52,Cat,3,0,No,1,Yes,No,Urban,632.37,Active
TPI-01717,3,Basic Accident,24.99,Dog,12,0,No,0,No,Yes,Suburban,69.44,Lapsed
TPI-01718,23,Basic Accident,25.04,Other,14,1,No,2,No,Yes,Urban,850.88,Lapsed
TPI-01719,45,Comprehensive,45.37,Dog,9,2,No,1,Yes,No,Rural,1499.92,Active
TPI-01720,29,Comprehensive,48.22,Dog,1,2,Yes,1,Yes,No,Urban,3533.31,Active
TPI-01721,48,Wellness Plus,71.94,Dog,14,2,Yes,1,Yes,No,Suburban,3335.48,Lapsed
TPI-01722,58,Basic Accident,34.76,Dog,7,0,Yes,1,No,No,Urban,2132.71,Active
TPI-01723,8,Basic Accident,28.43,Dog,4,1,No,0,Yes,No,Urban,422.21,Active
TPI-01724,24,Comprehensive,32.0,Dog,6,3,No,0,No,No,Suburban,1367.13,Active
TPI-01725,30,Basic Accident,19.52,Cat,1,2,No,1,Yes,No,Suburban,1929.56,Active
TPI-01726,1,Basic Accident,22.72,Cat,7,1,No,0,Yes,Yes,Urban,105.16,Lapsed
TPI-01727,21,Basic Accident,15.23,Dog,14,5,Yes,0,Yes,No,Urban,257.73,Active
TPI-01728,9,Comprehensive,55.63,Dog,7,2,No,1,Yes,No,Urban,728.59,Active
TPI-01729,48,Comprehensive,51.16,Cat,12,4,No,1,No,Yes,Urban,3159.34,Active
TPI-01730,12,Comprehensive,41.83,Cat,2,1,No,1,Yes,Yes,Rural,428.54,Lapsed
TPI-01731,39,Comprehensive,46.0,Dog,13,1,Yes,0,No,No,Urban,998.51,Active
TPI-01732,8,Wellness Plus,82.77,Cat,3,2,No,1,Yes,No,Urban,1350.82,Active
TPI-01733,58,Comprehensive,37.01,Dog,13,5,Yes,0,Yes,Yes,Urban,3887.46,Active
TPI-01734,19,Basic Accident,24.89,Cat,8,3,No,0,No,Yes,Suburban,552.96,Lapsed
TPI-01735,57,Basic Accident,19.81,Dog,8,0,No,0,No,No,Urban,2031.0,Active
TPI-01736,21,Comprehensive,56.62,Dog,0,2,No,0,No,No,Suburban,1147.46,Lapsed
TPI-01737,0,Comprehensive,48.06,Dog,9,2,No,1,Yes,No,Urban,162.0,Active
TPI-01738,36,Comprehensive,52.47,Cat,4,3,No,1,Yes,Yes,Suburban,3255.78,Active
TPI-01739,30,Comprehensive,48.37,Cat,1,2,No,1,Yes,Yes,Suburban,1515.49,Active
TPI-01740,10,Comprehensive,61.48,Cat,0,1,No,0,Yes,No,Urban,1892.32,Active
TPI-01741,48,Basic Accident,29.1,Cat,13,6,No,1,No,No,Suburban,801.33,Active
TPI-01742,3,Basic Accident,24.76,Dog,4,3,No,1,Yes,Yes,Suburban,235.96,Lapsed
TPI-01743,27,Basic Accident,20.1,Dog,8,3,No,0,Yes,No,Suburban,513.17,Active
TPI-01744,59,Comprehensive,39.61,Dog,4,1,No,2,Yes,Yes,Rural,3830.82,Active
TPI-01745,1,Basic Accident,22.35,Cat,3,3,No,0,Yes,Yes,Suburban,215.54,Active
TPI-01746,48,Comprehensive,40.26,Cat,7,2,No,0,Yes,No,Urban,1447.49,Lapsed
TPI-01747,24,Basic Accident,26.37,Dog,15,2,No,0,No,No,Urban,1496.02,Lapsed
TPI-01748,16,Comprehensive,37.67,Dog,11,3,Yes,1,Yes,Yes,Suburban,346.51,Active
TPI-01749,57,Wellness Plus,94.83,Cat,12,1,No,2,No,No,Suburban,6803.74,Active
TPI-01750,38,Basic Accident,25.2,Cat,9,0,No,0,No,No,Suburban,1166.6,Active
TPI-01751,8,Basic Accident,19.21,Dog,12,2,No,0,Yes,Yes,Urban,279.56,Lapsed
TPI-01752,60,Comprehensive,54.74,Dog,14,4,Yes,0,No,No,Suburban,5260.01,Active
TPI-01753,36,Wellness Plus,84.32,Dog,10,3,No,1,No,Yes,Urban,3482.99,Active
TPI-01754,6,Wellness Plus,64.42,Other,0,2,No,1,Yes,No,Urban,640.48,Active
TPI-01755,24,Comprehensive,32.03,Dog,14,0,No,0,No,No,Urban,430.13,Lapsed
TPI-01756,56,Basic Accident,27.63,Dog,7,3,Yes,1,No,No,Suburban,1217.43,Active
TPI-01757,6,Basic Accident,13.12,Cat,7,5,No,1,Yes,No,Urban,135.73,Active
TPI-01758,40,Comprehensive,33.48,Dog,5,4,No,1,Yes,No,Urban,2479.08,Active
TPI-01759,37,Comprehensive,42.78,Dog,6,0,Yes,1,Yes,No,Suburban,2255.32,Active
TPI-01760,18,Basic Accident,16.45,Cat,14,5,No,1,Yes,No,Rural,485.73,Active
TPI-01761,10,Basic Accident,21.77,Cat,6,1,No,1,Yes,No,Suburban,259.86,Active
TPI-01762,54,Basic Accident,20.37,Cat,6,1,No,0,Yes,No,Suburban,761.32,Active
TPI-01763,21,Comprehensive,55.59,Cat,14,4,No,0,Yes,Yes,Suburban,1479.94,Lapsed
TPI-01764,45,Basic Accident,23.13,Dog,13,1,Yes,0,No,No,Suburban,884.01,Active
TPI-01765,3,Wellness Plus,78.2,Dog,8,3,Yes,0,No,Yes,Suburban,181.59,Active
TPI-01766,9,Wellness Plus,70.2,Dog,10,0,No,0,Yes,Yes,Rural,1117.9,Active
TPI-01767,57,Wellness Plus,64.77,Dog,9,3,No,1,Yes,No,Urban,4025.17,Active
TPI-01768,8,Wellness Plus,74.69,Cat,13,2,No,0,Yes,Yes,Rural,408.18,Active
TPI-01769,8,Basic Accident,17.44,Dog,10,3,No,0,Yes,No,Urban,280.26,Active
TPI-01770,18,Wellness Plus,82.83,Cat,3,0,No,1,Yes,No,Rural,1806.25,Active
TPI-01771,8,Basic Accident,19.07,Cat,15,4,No,1,Yes,No,Urban,462.57,Lapsed
TPI-01772,37,Basic Accident,17.67,Cat,4,2,No,2,Yes,No,Urban,664.44,Lapsed
TPI-01773,13,Comprehensive,54.36,Other,15,2,No,2,Yes,No,Suburban,1313.36,Active
TPI-01774,27,Wellness Plus,85.9,Dog,7,0,Yes,0,Yes,No,Rural,971.8,Active
TPI-01775,23,Basic Accident,17.37,Dog,13,0,No,1,Yes,No,Rural,572.38,Active
TPI-01776,42,Basic Accident,21.62,Cat,6,1,No,0,Yes,No,Rural,533.81,Lapsed
TPI-01777,60,Basic Accident,17.77,Dog,0,1,No,0,Yes,No,Urban,860.43,Active
TPI-01778,46,Comprehensive,39.02,Dog,9,2,No,1,No,No,Rural,2511.38,Lapsed
TPI-01779,36,Comprehensive,32.65,Cat,10,3,No,0,Yes,No,Rural,1241.42,Active
TPI-01780,8,Comprehensive,61.7,Cat,5,3,Yes,1,Yes,No,Urban,446.03,Active
TPI-01781,13,Basic Accident,20.08,Other,15,3,No,0,Yes,No,Urban,353.6,Active
TPI-01782,17,Comprehensive,43.74,Dog,10,0,No,2,Yes,No,Urban,1488.68,Active
TPI-01783,6,Basic Accident,20.23,Dog,14,1,No,1,No,No,Rural,150.91,Lapsed
TPI-01784,23,Comprehensive,54.81,Dog,4,2,No,2,Yes,No,Suburban,1480.58,Active
TPI-01785,23,Comprehensive,54.87,Dog,1,1,No,0,No,Yes,Urban,407.38,Active
TPI-01786,10,Wellness Plus,83.85,Cat,10,2,No,0,No,Yes,Urban,288.21,Active
TPI-01787,34,Wellness Plus,69.66,Dog,6,3,No,1,No,Yes,Urban,1757.55,Active
TPI-01788,60,Basic Accident,21.93,Cat,5,1,No,0,Yes,Yes,Urban,1274.23,Lapsed
TPI-01789,29,Comprehensive,39.48,Dog,5,2,No,1,Yes,No,Rural,3998.2,Active
TPI-01790,35,Comprehensive,44.5,Cat,11,1,No,2,No,No,Suburban,1082.77,Active
TPI-01791,9,Basic Accident,15.18,Cat,1,2,No,1,Yes,Yes,Urban,261.86,Active
TPI-01792,16,Basic Accident,23.62,Dog,4,4,No,0,No,No,Urban,326.32,Lapsed
TPI-01793,34,Basic Accident,19.41,Dog,2,1,Yes,0,Yes,Yes,Urban,583.5,Active
TPI-01794,22,Comprehensive,54.6,Dog,2,3,Yes,1,Yes,No,Suburban,2783.87,Active
TPI-01795,7,Wellness Plus,67.03,Dog,6,2,No,0,Yes,No,Urban,520.83,Active
TPI-01796,15,Basic Accident,23.2,Dog,7,3,Yes,0,Yes,No,Urban,273.12,Active
TPI-01797,47,Wellness Plus,62.56,Cat,4,1,No,0,Yes,No,Suburban,3921.38,Active
TPI-01798,59,Basic Accident,21.35,Dog,3,3,Yes,1,Yes,No,Suburban,1767.61,Lapsed
TPI-01799,36,Comprehensive,46.39,Dog,3,0,No,1,No,No,Suburban,2579.5,Active
TPI-01800,53,Comprehensive,36.39,Cat,6,1,No,1,Yes,No,Suburban,1852.99,Active
