Client Reference Number,Months as Client,Service Tier,Monthly Retainer Fee,Primary Practice Area,Case Load Estimate,Number of Matters Filed,Preferred Contact Method,Has Dedicated Attorney,Average Response Time Hours,Referral Source,Billing Dispute Count,Uses Client Portal,Estimated Lifetime Client Value,Left Firm
VLS-01404,79,Basic Retainer,780.64,Real Estate,3,1,Email,No,8.9,Referral,1,Yes,44866.25,Yes
VLS-01405,22,Basic Retainer,965.59,Litigation,3,1,Email,Yes,9.3,Web Search,1,No,19616.47,No
VLS-01406,76,Basic Retainer,779.54,Corporate,6,0,Email,No,4.0,Advertisement,0,Yes,41301.46,No
VLS-01407,21,Signature Retainer,6181.47,Litigation,3,0,Phone,Yes,11.9,Repeat Client,2,No,218528.16,No
VLS-01408,15,Basic Retainer,759.77,Estate Planning,4,2,Email,No,22.2,Web Search,0,Yes,8842.89,No
VLS-01409,22,Signature Retainer,4066.95,Estate Planning,0,1,Phone,Yes,8.9,Referral,1,No,48035.87,No
VLS-01410,27,Premier Retainer,2149.65,Family,0,0,Email,No,3.6,Advertisement,1,No,29612.61,No
VLS-01411,10,Signature Retainer,5227.59,Family,3,1,Phone,No,19.2,Referral,0,Yes,71313.49,No
VLS-01412,49,Signature Retainer,4319.14,Litigation,0,2,Email,Yes,14.0,Web Search,0,Yes,300397.35,No
VLS-01413,28,Signature Retainer,4855.77,Real Estate,6,4,Client Portal,Yes,30.6,Repeat Client,1,Yes,240851.9,No
VLS-01414,61,Signature Retainer,4356.72,Corporate,4,0,Email,Yes,5.3,Web Search,2,No,151781.24,No
VLS-01415,41,Basic Retainer,613.22,Corporate,1,2,Client Portal,No,15.6,Web Search,1,No,22438.93,No
VLS-01416,37,Signature Retainer,5193.08,Corporate,3,2,Email,No,3.4,Referral,0,No,573145.99,No
VLS-01417,40,Premier Retainer,2333.65,Family,2,2,Email,No,9.8,Referral,0,No,82638.15,No
VLS-01418,13,Premier Retainer,2373.03,Corporate,3,0,Phone,No,11.2,Repeat Client,0,No,23800.87,Yes
VLS-01419,60,Signature Retainer,4895.74,Corporate,2,4,Email,Yes,2.3,Referral,0,No,292663.53,No
VLS-01420,8,Signature Retainer,4486.2,Corporate,3,2,Email,Yes,21.1,Referral,0,No,46923.48,No
VLS-01421,61,Premier Retainer,2185.17,Estate Planning,2,1,Client Portal,No,17.4,Web Search,0,Yes,167410.2,No
VLS-01422,84,Premier Retainer,2275.57,Corporate,2,2,Phone,Yes,14.0,Referral,0,No,146682.92,Yes
VLS-01423,64,Premier Retainer,2119.24,Corporate,1,3,Phone,No,3.6,Referral,1,Yes,105161.98,No
VLS-01424,38,Basic Retainer,1077.84,Family,2,1,Client Portal,No,5.8,Referral,1,Yes,35125.54,Yes
VLS-01425,26,Basic Retainer,957.34,Corporate,6,2,Email,No,18.8,Web Search,1,Yes,17681.99,No
VLS-01426,74,Basic Retainer,950.09,Estate Planning,4,2,Email,No,9.7,Web Search,0,Yes,40258.78,Yes
VLS-01427,21,Basic Retainer,975.8,Estate Planning,2,2,Client Portal,No,8.3,Advertisement,1,No,46925.56,No
VLS-01428,41,Basic Retainer,924.97,Family,4,1,Email,No,22.6,Referral,1,Yes,31420.04,No
VLS-01429,65,Premier Retainer,1897.84,Family,0,1,Email,No,10.9,Repeat Client,0,Yes,105732.32,No
VLS-01430,78,Premier Retainer,2021.62,Family,1,0,Email,Yes,3.9,Referral,0,No,137413.02,No
VLS-01431,78,Signature Retainer,4064.88,Corporate,1,1,Email,No,18.6,Referral,0,No,305991.31,No
VLS-01432,7,Premier Retainer,2105.7,Family,1,2,Email,No,3.5,Repeat Client,1,Yes,18508.24,Yes
VLS-01433,76,Basic Retainer,818.24,Corporate,2,3,Email,Yes,9.8,Repeat Client,0,Yes,52003.2,Yes
VLS-01434,9,Basic Retainer,828.71,Corporate,2,1,Phone,No,12.0,Referral,0,Yes,12625.55,Yes
VLS-01435,49,Basic Retainer,794.42,Real Estate,3,0,Phone,No,16.1,Referral,0,No,51089.53,Yes
VLS-01436,79,Signature Retainer,4987.44,Corporate,2,1,Client Portal,Yes,2.8,Repeat Client,0,Yes,362751.46,No
VLS-01437,55,Basic Retainer,1192.52,Corporate,0,2,Email,Yes,0.9,Referral,0,No,49764.33,No
VLS-01438,80,Premier Retainer,2089.6,Real Estate,2,2,Email,No,1.0,Referral,0,Yes,272550.87,No
VLS-01439,29,Signature Retainer,3951.1,Family,2,2,Phone,No,24.5,Web Search,0,No,107730.26,No
VLS-01440,26,Signature Retainer,5099.24,Corporate,0,2,Email,Yes,2.3,Repeat Client,1,Yes,76849.54,No
VLS-01441,27,Basic Retainer,922.27,Corporate,4,2,Email,Yes,28.7,Web Search,0,No,41300.09,No
VLS-01442,30,Basic Retainer,789.71,Corporate,2,1,Phone,Yes,20.0,Web Search,1,Yes,17857.7,Yes
VLS-01443,58,Basic Retainer,910.51,Corporate,4,0,Phone,No,4.6,Repeat Client,0,Yes,78427.72,No
VLS-01444,38,Basic Retainer,718.59,Litigation,3,0,Email,No,1.4,Referral,0,No,9611.05,No
VLS-01445,62,Basic Retainer,1045.59,Estate Planning,5,1,Phone,No,10.3,Advertisement,1,No,54944.83,Yes
VLS-01446,35,Premier Retainer,1534.33,Family,2,0,Phone,Yes,6.5,Referral,1,Yes,91106.72,Yes
VLS-01447,26,Signature Retainer,6638.54,Family,2,2,Client Portal,Yes,22.9,Advertisement,0,No,174067.86,No
VLS-01448,16,Premier Retainer,1980.75,Litigation,4,0,Email,No,11.9,Web Search,0,Yes,41471.86,No
VLS-01449,46,Premier Retainer,2116.86,Real Estate,1,3,Phone,No,9.8,Referral,1,No,65575.68,No
VLS-01450,76,Basic Retainer,764.06,Corporate,0,2,Phone,Yes,8.3,Web Search,0,Yes,69145.78,No
VLS-01451,73,Signature Retainer,5745.12,Corporate,0,0,Email,Yes,16.0,Repeat Client,1,Yes,420813.52,No
VLS-01452,21,Premier Retainer,2015.59,Family,2,1,Phone,No,9.2,Web Search,0,Yes,48285.08,No
VLS-01453,40,Signature Retainer,5302.84,Real Estate,2,0,Phone,Yes,32.4,Referral,1,Yes,531828.87,No
VLS-01454,59,Signature Retainer,4740.07,Corporate,2,3,Email,Yes,2.3,Referral,0,No,504193.41,No
VLS-01455,52,Basic Retainer,915.14,Family,2,3,Email,Yes,7.7,Web Search,1,Yes,69776.67,No
VLS-01456,5,Basic Retainer,988.58,Family,5,1,Email,No,14.5,Advertisement,0,Yes,7660.44,No
VLS-01457,50,Basic Retainer,900.02,Corporate,3,3,Phone,No,13.2,Web Search,0,No,31066.83,Yes
VLS-01458,3,Premier Retainer,2025.95,Family,2,2,Email,No,32.3,Referral,0,Yes,6144.04,No
VLS-01459,9,Signature Retainer,3442.87,Real Estate,1,0,Email,Yes,5.4,Advertisement,0,Yes,16602.83,No
VLS-01460,55,Basic Retainer,862.28,Real Estate,4,2,Email,No,0.5,Referral,0,No,27015.35,Yes
VLS-01461,8,Premier Retainer,2246.4,Corporate,0,1,Phone,No,19.0,Referral,0,Yes,11383.22,No
VLS-01462,28,Premier Retainer,1776.31,Corporate,7,0,Phone,No,11.5,Web Search,0,No,48667.05,No
VLS-01463,50,Basic Retainer,851.4,Litigation,0,0,Email,Yes,19.1,Web Search,0,No,25523.83,No
VLS-01464,55,Basic Retainer,842.66,Family,0,0,Phone,No,12.7,Repeat Client,0,Yes,45005.11,Yes
VLS-01465,37,Premier Retainer,1611.59,Corporate,3,0,Email,No,0.8,Web Search,0,No,54922.44,Yes
VLS-01466,7,Premier Retainer,1995.55,Corporate,2,1,Email,No,13.3,Referral,1,Yes,8594.48,Yes
VLS-01467,67,Premier Retainer,2329.23,Litigation,2,0,Phone,Yes,5.4,Repeat Client,0,No,311302.91,No
VLS-01468,80,Basic Retainer,775.03,Litigation,2,1,Email,No,7.7,Referral,1,No,34231.86,Yes
VLS-01469,75,Premier Retainer,2606.27,Estate Planning,1,1,Phone,No,9.0,Repeat Client,1,No,323761.91,No
VLS-01470,63,Basic Retainer,791.57,Real Estate,2,0,Phone,Yes,3.5,Referral,0,No,19260.48,No
VLS-01471,34,Signature Retainer,3874.4,Family,1,1,Client Portal,Yes,5.2,Repeat Client,0,No,125159.57,No
VLS-01472,74,Basic Retainer,1042.35,Family,6,0,Email,No,16.8,Repeat Client,0,Yes,45975.76,Yes
VLS-01473,41,Basic Retainer,835.89,Corporate,6,0,Email,No,16.8,Repeat Client,1,No,26705.16,No
VLS-01474,11,Premier Retainer,2334.64,Real Estate,1,1,Email,No,2.0,Referral,1,Yes,58502.26,No
VLS-01475,72,Premier Retainer,1659.52,Real Estate,2,1,Client Portal,No,11.6,Repeat Client,1,No,102186.09,No
VLS-01476,27,Premier Retainer,2030.29,Corporate,4,0,Phone,No,18.0,Advertisement,1,No,33374.85,No
VLS-01477,79,Premier Retainer,2176.99,Estate Planning,1,1,Phone,No,10.8,Referral,0,Yes,215070.19,Yes
VLS-01478,31,Signature Retainer,5697.95,Family,2,0,Phone,No,12.1,Web Search,1,Yes,150104.74,No
VLS-01479,73,Premier Retainer,2153.28,Corporate,0,1,Email,No,2.2,Web Search,1,No,169051.44,No
VLS-01480,45,Premier Retainer,2261.79,Family,5,1,Phone,No,22.3,Repeat Client,0,No,67548.67,No
VLS-01481,39,Premier Retainer,1824.89,Estate Planning,3,2,Client Portal,No,3.8,Advertisement,0,No,48680.28,No
VLS-01482,25,Basic Retainer,747.85,Estate Planning,1,0,Email,No,7.4,Web Search,0,Yes,12752.98,No
VLS-01483,71,Premier Retainer,2119.48,Real Estate,3,2,Client Portal,No,18.2,Web Search,0,No,215304.12,No
VLS-01484,5,Basic Retainer,782.88,Estate Planning,5,1,Client Portal,Yes,27.5,Referral,0,Yes,4489.08,No
VLS-01485,39,Premier Retainer,2226.1,Estate Planning,5,1,Client Portal,No,7.9,Web Search,1,No,54934.65,No
VLS-01486,31,Basic Retainer,993.05,Litigation,1,1,Client Portal,Yes,37.6,Advertisement,0,Yes,33874.0,No
VLS-01487,46,Signature Retainer,4247.17,Litigation,1,1,Email,No,11.1,Web Search,0,No,203389.47,No
VLS-01488,21,Premier Retainer,2347.7,Family,5,4,Phone,No,10.2,Advertisement,0,No,64283.05,No
VLS-01489,56,Signature Retainer,4310.52,Litigation,4,1,Email,Yes,4.3,Web Search,0,Yes,194937.45,No
VLS-01490,32,Premier Retainer,1858.28,Real Estate,2,2,Phone,Yes,7.5,Referral,0,No,58799.15,Yes
VLS-01491,15,Basic Retainer,937.83,Litigation,0,3,Email,No,11.8,Advertisement,2,Yes,17852.48,No
VLS-01492,16,Signature Retainer,4684.04,Corporate,1,1,Client Portal,Yes,14.6,Referral,1,Yes,48750.75,No
VLS-01493,59,Premier Retainer,1996.45,Litigation,4,3,Email,No,14.1,Repeat Client,1,Yes,176120.09,No
VLS-01494,22,Signature Retainer,4056.57,Estate Planning,0,2,Email,Yes,6.9,Repeat Client,1,Yes,91888.7,No
VLS-01495,26,Premier Retainer,1400.0,Family,4,3,Email,No,24.3,Repeat Client,0,Yes,22760.98,Yes
VLS-01496,53,Premier Retainer,1913.56,Estate Planning,3,2,Phone,Yes,10.4,Repeat Client,0,No,62636.33,No
VLS-01497,28,Signature Retainer,3941.26,Family,5,1,Email,Yes,9.9,Web Search,0,No,106098.09,No
VLS-01498,32,Premier Retainer,1942.68,Corporate,3,1,Email,No,4.0,Web Search,0,Yes,49284.14,No
VLS-01499,20,Basic Retainer,922.84,Corporate,4,2,Email,No,15.7,Repeat Client,0,No,26088.21,Yes
VLS-01500,29,Premier Retainer,1794.12,Litigation,4,1,Email,No,9.5,Referral,0,No,45763.16,No
