cust_ref,left_us,mo_bill_usd,sex,is_senior,has_partner,has_dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,agreement_type,paperless_billing,payment_method,total_charges
FR-25875-MFMX,No,25.66,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),825.91
FR-49460-DDBV,No,48.32,Female,0,Yes,No,27,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,1306.76
FR-38242-RNTZ,No,68.24,Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),4172.78
FR-98171-VWTJ,No,74.52,Male,1,Yes,Yes,63,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),4696.41
FR-39132-QLUH,No,63.36,Male,0,Yes,No,40,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,2554.41
FR-90148-TAKA,No,31.8,Male,0,No,Yes,58,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),1840.95
FR-92329-RVNM,No,80.63,Male,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,3694.35
FR-51920-FMRV,No,63.5,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),376.24
FR-88513-CEBH,No,76.89,Male,0,Yes,No,11,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,845.46
FR-63867-YWGT,Yes,18.0,Male,1,No,Yes,29,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,525.43
FR-44062-QMGJ,Yes,69.64,Male,0,Yes,No,62,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),4321.48
FR-25859-YGFF,Yes,99.82,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,4296.4
FR-42819-LFFE,No,61.35,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,113.93
FR-58190-WFBJ,No,55.7,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),3654.71
FR-91260-VJZA,No,37.9,Male,0,No,Yes,49,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),1828.48
FR-72204-RGUB,No,18.0,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,568.9
FR-10565-HUKE,No,61.65,Male,0,No,No,45,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,2739.13
FR-39670-AGTV,No,45.62,Female,1,No,No,57,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,2604.6
FR-77142-MQUG,No,100.56,Male,0,No,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),2621.75
FR-28051-YCHQ,Yes,26.27,Female,1,Yes,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,1769.21
FR-67688-ASDJ,No,64.64,Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2786.37
FR-37842-DUDS,No,73.8,Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),3762.71
FR-54369-BMAA,No,72.33,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,5115.81
FR-80027-WFLH,Yes,36.91,Female,0,Yes,No,44,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1614.35
FR-35962-SPJB,No,51.0,Male,0,Yes,Yes,57,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,2927.52
FR-50400-ZQCB,No,73.37,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),300.85
FR-79726-DPPE,Yes,55.96,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),207.15
FR-72664-FXHQ,No,71.7,Female,1,Yes,No,36,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),2567.22
FR-29854-QFXS,No,18.0,Female,1,Yes,No,18,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,354.22
FR-46223-BENK,Yes,53.23,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1153.25
FR-13364-CSST,Yes,82.03,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1558.44
FR-34914-NYXD,No,56.76,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,400.2
FR-44091-VVCF,No,18.0,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,86.83
FR-71757-FURL,No,67.09,Male,0,No,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),1154.97
FR-32338-LQLF,Yes,56.28,Male,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),2654.19
FR-56198-XPLT,No,36.73,Female,0,Yes,No,47,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,1727.92
FR-54420-LSBJ,No,91.04,Male,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,4377.95
FR-33451-URMS,No,87.68,Female,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,134.12
FR-85026-VEZR,Yes,45.83,Male,0,Yes,No,12,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,602.59
FR-57296-SFKK,Yes,69.55,Female,0,No,No,13,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,913.47
FR-34082-JNXE,No,61.72,Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),3512.12
FR-54857-SRAH,Yes,41.29,Male,0,Yes,No,46,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1899.74
FR-83813-LDEF,Yes,99.51,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),2301.7
FR-49968-DFSE,No,46.21,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),1464.39
FR-98444-FEKU,No,57.62,Male,0,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),1739.39
FR-39459-CLBM,No,52.06,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1824.91
FR-48239-MNGP,No,70.89,Male,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,3450.51
FR-75528-MCRR,No,111.76,Male,0,No,No,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),1458.82
FR-71891-TAHX,Yes,94.35,Male,0,Yes,Yes,60,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,5653.22
FR-79672-HVCK,No,120.0,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,136.25
FR-43832-CRWX,No,88.93,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),3376.65
FR-57419-VCFZ,No,79.62,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),2844.42
FR-67260-PWCY,No,18.0,Male,0,Yes,Yes,57,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),1018.97
FR-72268-CZXK,No,75.83,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,2656.8
FR-67072-PYPD,Yes,47.78,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,781.87
FR-26678-DXLU,No,32.73,Male,1,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),2169.77
FR-20721-LSTQ,Yes,49.84,Female,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),287.13
FR-22665-TALR,Yes,52.12,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,167.83
FR-94147-VXFQ,Yes,27.48,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1814.09
FR-81723-EEFS,No,53.03,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),707.09
FR-65718-UEDJ,No,120.0,Male,0,No,Yes,55,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,6597.93
FR-22939-TLPF,No,19.85,Female,1,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),312.63
FR-16712-WHNT,Yes,73.64,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),2217.46
FR-13549-KEGP,Yes,73.83,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,665.49
FR-77419-PPCY,Yes,75.39,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,2384.12
FR-44786-ELUD,Yes,64.12,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),3284.49
FR-39370-YNJW,No,78.28,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,1714.26
FR-12587-VZNL,No,22.28,Male,0,Yes,No,22,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),494.0
FR-49700-SQNZ,Yes,49.31,Male,0,No,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,945.22
FR-23358-YRGQ,Yes,57.35,Male,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),3505.38
FR-74126-LQZV,No,120.0,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,7440.41
FR-51499-MXWJ,No,51.57,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),1294.74
FR-14791-HAYT,No,35.09,Female,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),1471.15
FR-45284-WCYK,No,86.97,Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),3048.73
FR-92561-RWYM,Yes,94.16,Female,0,No,No,57,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,5396.09
FR-98069-HARF,No,64.98,Female,1,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,3320.6
FR-66535-TXUV,Yes,18.0,Male,0,No,Yes,1,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),20.7
FR-92089-RYXD,No,64.96,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,4242.94
FR-92725-QVFA,Yes,44.56,Male,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,1707.54
FR-21266-GJEG,Yes,69.05,Female,0,No,Yes,5,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),341.78
FR-64459-ATPW,No,41.5,Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),1103.37
FR-74381-QWJV,No,61.29,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),3164.75
FR-91894-SYAW,No,44.89,Male,0,No,Yes,12,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),550.85
FR-58218-FURN,Yes,18.0,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),60.24
FR-60781-KELB,No,95.48,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,1621.2
FR-97773-HNCW,Yes,32.67,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,1170.12
FR-66809-TAQY,No,66.73,Female,0,Yes,No,31,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2087.85
FR-77289-QEDH,No,112.38,Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,4388.16
FR-99529-QSQH,No,39.92,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,955.47
FR-28511-RWJS,No,79.42,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3555.5
FR-79446-FUCT,No,33.62,Female,0,No,Yes,51,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,1735.12
FR-72715-PGTE,No,79.11,Male,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),3245.02
FR-33951-CGHX,Yes,48.12,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,1844.41
FR-89013-SUDX,Yes,18.0,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,306.77
FR-44571-CYEE,Yes,83.53,Female,0,Yes,No,39,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),3286.62
FR-78984-NJEQ,No,57.23,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,3494.63
FR-34163-XALZ,No,74.06,Female,0,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,2433.87
FR-34015-CLXD,No,66.22,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,1995.24
FR-48231-YACG,No,40.52,Male,0,Yes,Yes,52,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),2109.05
FR-41255-KGTQ,No,93.35,Female,1,Yes,No,45,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),4183.91
FR-41331-EUQZ,Yes,73.16,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),1523.43
FR-12672-UWRH,No,43.52,Female,1,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1524.74
FR-42441-GVEY,No,61.76,Male,0,Yes,No,55,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),3418.14
FR-63670-ZCMZ,No,109.37,Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),4039.18
FR-47102-TRYF,Yes,55.96,Male,0,No,No,48,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2702.33
FR-49911-VYEC,Yes,56.74,Female,0,No,No,32,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1813.41
FR-61422-XMWP,No,105.26,Female,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),6864.16
FR-44025-VMFM,Yes,120.0,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),390.15
FR-19222-BASC,No,36.31,Male,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,2363.88
FR-72844-RDBT,No,60.43,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1864.76
FR-66511-BJGT,No,60.56,Female,0,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,3624.79
FR-32367-QUPR,Yes,92.8,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),6512.53
FR-77368-RNRC,No,113.82,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,7043.56
FR-81479-FEZV,Yes,56.69,Female,1,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,3149.53
FR-44707-XRPS,No,18.0,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),37.15
FR-41531-ATHZ,No,62.47,Female,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,3111.18
FR-55695-BYSE,No,61.05,Female,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,2483.44
FR-66420-MYAY,Yes,93.49,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,736.66
FR-59514-HVAA,No,25.09,Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,674.88
FR-19164-PRKC,No,48.41,Female,1,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1434.3
FR-65309-UFYG,Yes,97.69,Male,0,No,No,18,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1741.93
FR-16842-QEJT,Yes,76.4,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,4206.27
FR-25554-WDHG,No,68.04,Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,2578.2
FR-44764-NMYK,Yes,77.02,Male,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),238.44
FR-77478-YJNB,No,59.85,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,1924.95
FR-21917-BHFS,Yes,28.83,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,222.22
FR-10742-LANW,No,62.94,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),2578.67
FR-88929-ZBZW,No,66.81,Female,1,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,1816.79
FR-50593-TENM,No,120.0,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),4338.58
FR-15600-QAXY,No,55.07,Female,0,Yes,No,53,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),2882.9
FR-84220-DSAW,No,79.72,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),2210.48
FR-94044-AFKU,No,74.57,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1122.05
FR-97430-KFHV,No,95.91,Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),2302.78
FR-92412-LNUE,No,63.03,Female,0,Yes,No,26,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,1635.0
FR-12813-GMSB,No,37.81,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),561.93
FR-31972-RFZK,Yes,120.0,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2748.46
FR-48468-QEME,No,18.0,Female,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),545.19
FR-37748-BHWD,No,42.9,Male,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1658.02
FR-21361-JEUC,No,56.9,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,2957.81
FR-92290-SKMX,Yes,117.95,Male,0,No,No,38,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),4481.21
FR-76024-GLFP,No,47.11,Male,0,No,No,40,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),1898.04
FR-21908-KWUP,No,31.66,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,1689.75
FR-89867-GSFL,No,74.49,Female,0,No,No,23,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),1713.72
FR-86115-EXHV,No,101.58,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1622.08
FR-11622-DQYB,Yes,23.73,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,152.23
FR-90907-TTTV,No,79.83,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),4329.7
